Year;Qtr;Risk Class;Type;Car-years of Exposure;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury;Bodily Injury;Property Damage;Comprehensive;Collision;Personal Injury
2013;4;MMH;Personal;25.917;1.127;3.771;4.587;5.886;1.485;13.541.295;11.440.534;6.178.467;15.877.431;4.170.618
2013;4;SYA;Personal;7.356;309;1.092;1.004;1.538;790;5.071.700;4.184.295;890.649;4.919.052;3.976.708
2013;4;LSH;Personal;13.637;622;2.422;3.023;3.023;1.890;11.490.682;7.447.577;3.567.313;9.684.144;10.341.485
2013;4;SYH;Personal;7.158;341;1.278;954;2.107;60;4.290.581;3.217.757;1.543.867;4.871.137;394.085
2013;4;MSH;Personal;18.382;921;3.198;6.303;3.441;381;13.920.332;8.999.419;5.739.523;10.146.447;1.880.861
2013;4;SMH;Personal;11.820;436;1.972;3.358;3.011;465;6.148.094;6.900.110;2.443.377;10.314.468;1.180.992
2014;1;SML;Personal;20.332;130;2.339;1.247;4.023;527;1.651.476;3.723.890;1.853.166;7.118.869;1.681.551
2014;1;LSL;Personal;5.199;24;500;592;820;105;466.349;1.459.954;694.782;2.576.328;606.866
2014;1;MYA;Personal;5.137;95;615;562;1.388;156;1.037.332;2.012.041;561.587;4.178.163;824.955
2014;1;SMA;Personal;20.693;118;1.763;2.309;3.011;577;2.214.400;6.582.641;2.022.723;10.189.134;3.191.513
2014;1;MSL;Personal;17.078;183;1.430;1.988;2.323;480;3.828.721;4.244.819;2.587.760;7.860.895;1.316.678
2014;1;LYL;Personal;4.152;82;361;591;583;156;1.561.945;1.068.728;696.329;2.062.985;904.161
2014;1;LSA;Personal;26.789;369;3.022;2.596;5.187;856;9.292.259;7.794.640;2.103.668;14.058.634;8.134.134
2014;1;LMA;Personal;32.148;907;2.903;3.636;4.851;849;14.729.428;6.969.718;3.336.593;15.269.254;4.530.101
2014;1;SYL;Personal;3.069;110;293;392;395;144;1.243.647;825.460;304.180;1.233.755;572.552
2014;1;MYL;Personal;3.191;102;330;557;472;112;1.483.674;1.005.399;372.442;1.534.378;525.939
2014;1;MYH;Personal;9.279;276;946;1.645;1.645;256;5.661.104;4.131.888;1.934.438;5.200.320;1.438.663
2014;1;LML;Personal;25.523;184;2.346;4.627;3.892;850;2.942.465;4.333.165;4.053.668;7.897.160;4.064.032
2014;1;MSA;Personal;24.942;366;2.645;3.614;5.196;1.072;6.858.993;8.155.681;4.441.123;16.106.382;4.224.437
2014;1;LYA;Personal;6.343;176;687;886;962;300;3.456.381;1.981.625;698.154;2.982.804;2.467.182
2014;1;MMA;Personal;43.944;1.164;4.588;7.220;7.770;1.769;15.416.269;13.951.703;7.597.765;25.996.480;17.769.422
2014;1;LYH;Personal;4.633;149;533;580;896;242;2.553.109;1.629.910;714.330;2.765.857;1.727.548
2014;1;SSA;Personal;9.206;273;1.008;1.925;1.925;373;5.849.012;1.877.400;1.592.610;6.484.391;2.269.053
2014;1;MML;Personal;29.334;681;3.337;7.045;4.700;1.084;10.438.708;9.859.292;3.827.457;16.119.149;2.301.411
2014;1;LMH;Personal;20.553;310;2.611;4.320;4.687;970;10.184.670;8.768.600;1.718.772;17.214.492;7.799.457
2014;1;SSL;Personal;16.377;556;1.655;4.123;2.402;572;6.639.447;4.653.966;3.442.925;7.312.864;1.455.554
2014;1;SSH;Personal;15.287;405;1.995;2.808;2.737;441;5.635.036;7.591.135;2.742.234;11.716.424;1.716.353
2014;1;MMH;Personal;26.216;1.021;3.588;3.786;6.002;1.408;11.616.971;10.523.680;4.657.028;17.728.524;4.021.430
2014;1;SYA;Personal;7.371;296;1.028;1.300;1.515;197;4.813.502;3.814.160;1.165.425;5.068.521;1.101.672
2014;1;LSH;Personal;13.808;584;2.299;2.601;4.134;800;10.678.262;6.845.189;3.101.510;13.854.242;4.863.874
2014;1;SYH;Personal;7.230;308;1.190;891;2.029;59;3.124.239;2.806.428;1.631.377;5.213.480;307.837
2014;1;MSH;Personal;18.411;856;3.043;3.281;4.093;541;12.803.866;8.291.130;3.018.559;12.625.450;2.974.558
2014;1;SMH;Personal;11.835;430;1.981;4.071;3.658;629;5.174.711;6.649.796;2.719.269;13.198.757;1.658.545
2014;2;SML;Personal;20.521;131;2.291;1.317;3.815;536;1.893.470;3.737.811;1.660.899;6.032.774;1.791.274
2014;2;LSL;Personal;5.311;23;455;878;762;113;590.895;1.269.041;1.106.443;1.979.642;637.719
2014;2;MYA;Personal;5.209;98;633;1.508;1.665;113;966.133;2.159.734;1.411.311;4.797.589;569.896
2014;2;SMA;Personal;20.987;115;1.863;6.043;3.165;453;1.957.349;7.256.093;4.960.775;10.254.388;2.388.318
2014;2;MSL;Personal;17.094;179;1.398;5.478;2.152;449;3.698.437;4.118.493;12.758.566;6.766.269;1.298.639
2014;2;LYL;Personal;4.216;81;366;657;546;155;1.626.259;1.094.694;778.988;1.750.869;835.062
2014;2;LSA;Personal;26.981;390;3.064;2.210;4.941;952;10.761.169;7.904.271;1.789.561;11.816.754;8.083.265
2014;2;LMA;Personal;32.582;926;3.011;4.903;7.171;2.359;13.676.267;7.540.126;4.216.872;21.609.868;12.018.319
2014;2;SYL;Personal;3.105;113;285;415;371;138;1.379.455;794.674;299.601;1.006.177;480.361
2014;2;MYL;Personal;3.233;105;327;593;446;112;1.506.249;966.099;361.439;1.314.616;488.444
2014;2;MYH;Personal;9.405;274;930;466;1.174;203;5.110.329;4.235.632;513.621;3.554.197;1.087.648
2014;2;LML;Personal;26.030;199;2.113;7.150;3.312;864;2.945.757;3.898.368;5.637.435;5.741.684;4.117.643
2014;2;MSA;Personal;25.597;360;2.608;3.815;4.632;1.059;7.298.439;7.817.636;4.171.475;12.533.159;4.255.252
2014;2;LYA;Personal;6.382;182;697;995;979;291;3.826.195;2.008.541;892.956;2.984.930;2.458.470
2014;2;MMA;Personal;44.433;1.204;4.581;8.929;7.395;1.704;16.332.308;13.819.989;11.162.761;22.586.941;17.681.674
2014;2;LYH;Personal;4.691;152;542;650;861;227;2.411.148;1.653.802;643.095;2.421.885;1.739.196
2014;2;SSA;Personal;9.333;272;1.048;744;2.565;1.114;5.279.684;2.036.194;576.694;8.271.859;6.472.335
2014;2;MML;Personal;29.704;685;2.951;8.519;3.937;1.101;10.229.973;8.768.299;4.145.192;11.517.982;2.062.766
2014;2;LMH;Personal;20.716;320;2.579;4.402;4.213;921;11.342.899;8.668.958;3.132.575;13.487.773;7.853.885
2014;2;SSL;Personal;16.564;572;1.688;4.439;2.415;601;6.777.867;4.882.297;3.547.279;7.029.235;1.434.031
2014;2;SSH;Personal;15.579;437;2.060;4.123;2.769;465;6.236.802;7.705.178;6.960.358;11.143.087;1.759.376
2014;2;MMH;Personal;26.406;1.056;3.707;4.369;5.897;1.312;12.565.092;10.470.986;4.303.852;15.650.066;3.814.440
2014;2;SYA;Personal;7.475;298;1.035;2.347;2.162;382;4.400.946;4.004.734;1.971.587;6.927.382;2.040.540
2014;2;LSH;Personal;14.000;576;2.356;3.181;3.522;882;9.573.213;7.316.943;3.554.788;11.299.348;5.120.178
2014;2;SYH;Personal;7.303;316;1.277;957;2.103;48;4.118.230;3.016.810;1.311.316;4.996.765;367.719
2014;2;MSH;Personal;18.662;888;3.074;3.900;4.043;403;12.068.840;8.734.011;3.363.194;11.941.339;2.111.662
2014;2;SMH;Personal;12.292;459;1.929;4.347;3.241;502;5.859.628;6.197.240;2.767.563;10.710.398;1.325.801
2014;3;SML;Personal;20.640;126;2.311;1.239;3.941;587;2.380.805;3.697.757;1.765.033;6.196.347;1.712.043
2014;3;LSL;Personal;5.396;24;398;1.442;656;93;722.226;1.181.966;2.445.345;1.693.604;535.996
2014;3;MYA;Personal;5.248;97;631;758;1.715;113;1.115.490;2.027.879;754.540;4.833.092;587.270
2014;3;SMA;Personal;21.147;121;1.840;1.048;3.339;457;2.403.893;6.745.564;915.334;10.584.606;2.473.197
2014;3;MSL;Personal;17.063;172;1.428;4.607;2.180;442;3.819.896;4.272.295;10.462.046;6.716.991;1.291.433
2014;3;LYL;Personal;4.252;85;370;651;565;152;1.694.853;1.135.906;749.826;1.908.187;888.520
2014;3;LSA;Personal;27.134;380;3.217;2.324;5.061;941;10.266.426;8.295.674;3.714.842;12.350.877;8.073.006
2014;3;LMA;Personal;32.818;953;2.923;3.647;5.489;708;16.463.153;6.890.818;3.338.337;16.183.298;3.699.313
2014;3;SYL;Personal;3.130;108;305;446;398;148;1.351.677;839.464;397.939;1.120.350;556.998
2014;3;MYL;Personal;3.259;103;333;642;457;111;1.470.345;965.287;442.256;1.348.418;472.659
2014;3;MYH;Personal;9.473;279;997;2.033;1.920;205;6.084.329;4.274.165;2.384.498;5.685.562;1.125.271
2014;3;LML;Personal;26.316;194;2.076;10.343;3.099;808;3.158.617;3.913.078;14.813.829;5.537.042;3.880.838
2014;3;MSA;Personal;25.542;347;2.648;3.689;4.728;987;7.344.092;8.062.384;4.670.613;12.946.135;4.133.244
2014;3;LYA;Personal;6.414;185;688;991;991;285;3.881.516;2.008.805;968.858;3.117.899;2.412.708
2014;3;MMA;Personal;44.674;1.189;4.627;8.561;7.544;1.673;16.368.163;14.119.162;9.914.778;23.546.231;17.486.105
2014;3;LYH;Personal;4.723;148;578;706;885;224;2.540.824;1.806.494;853.670;2.404.594;1.760.972
2014;3;SSA;Personal;9.402;277;987;1.234;1.200;452;6.286.816;1.804.424;1.018.016;3.785.013;2.689.688
2014;3;MML;Personal;29.918;675;2.824;9.263;3.724;1.012;9.728.521;8.395.299;5.358.657;11.664.590;2.318.731
2014;3;LMH;Personal;20.847;293;2.667;4.407;4.336;923;10.087.338;8.990.465;4.302.582;14.850.298;7.992.106
2014;3;SSL;Personal;16.632;563;1.712;4.464;2.597;560;6.845.139;4.984.207;3.789.420;7.288.503;1.448.131
2014;3;SSH;Personal;15.725;433;2.104;3.410;2.855;462;6.360.383;8.033.878;3.846.061;11.741.484;1.844.605
2014;3;MMH;Personal;26.448;1.073;3.839;4.643;6.085;1.354;12.397.865;11.045.993;4.783.864;16.845.908;3.941.648
2014;3;SYA;Personal;7.532;303;1.079;1.800;1.741;163;5.227.333;3.930.506;1.609.378;5.455.768;892.450
2014;3;LSH;Personal;14.105;591;2.402;4.567;3.542;1.323;11.477.552;7.020.410;5.431.367;11.118.530;7.874.456
2014;3;SYH;Personal;7.300;301;1.313;1.098;2.294;58;3.107.228;3.237.583;1.587.359;5.412.884;358.696
2014;3;MSH;Personal;18.798;883;3.195;6.615;5.047;1.754;14.034.022;8.546.182;6.070.648;14.583.156;9.432.056
2014;3;SMH;Personal;12.744;473;2.001;3.954;3.290;569;6.288.010;6.687.420;2.893.385;11.500.666;1.499.110
2014;4;SML;Personal;20.798;153;2.268;1.168;3.715;585;2.430.298;3.830.679;1.878.974;6.122.654;1.792.927
2014;4;LSL;Personal;5.389;21;402;1.022;690;102;715.782;1.196.554;1.596.701;2.239.584;612.882
2014;4;MYA;Personal;5.262;97;628;261;1.776;114;1.046.120;2.093.710;270.581;5.361.172;551.085
2014;4;SMA;Personal;21.202;122;1.862;2.666;2.646;458;2.276.600;7.082.806;2.427.145;8.980.501;2.316.483
2014;4;MSL;Personal;17.085;173;1.462;2.505;2.218;446;3.587.649;4.701.993;4.291.872;7.553.434;1.309.222
2014;4;LYL;Personal;4.262;89;369;684;562;158;1.806.912;1.151.056;1.121.925;1.982.888;891.752
2014;4;LSA;Personal;27.169;389;3.020;2.351;5.055;935;10.493.335;7.985.800;4.391.073;12.630.525;8.285.614
2014;4;LMA;Personal;32.900;937;2.990;8.376;8.064;711;15.132.433;7.313.641;7.989.539;25.458.857;3.472.911
2014;4;SYL;Personal;3.133;120;321;407;408;139;1.406.471;890.182;409.418;1.273.437;537.731
2014;4;MYL;Personal;3.267;108;343;579;475;110;1.581.163;1.016.815;448.693;1.533.964;526.025
2014;4;MYH;Personal;9.497;282;974;469;2.358;205;5.760.933;4.334.053;573.739;7.476.621;1.053.476
2014;4;LML;Personal;25.984;195;2.147;6.843;3.380;781;3.139.193;4.096.536;7.846.116;6.772.934;3.791.948
2014;4;MSA;Personal;24.918;369;2.592;4.111;4.819;989;7.723.028;8.092.491;7.050.537;14.040.727;4.201.600
2014;4;LYA;Personal;6.456;188;704;862;990;305;4.005.529;2.075.534;793.409;3.123.758;2.512.554
2014;4;MMA;Personal;44.793;1.213;4.651;7.488;7.618;1.713;16.879.641;14.506.414;9.487.776;25.023.018;17.779.173
2014;4;LYH;Personal;4.765;163;543;683;873;238;2.827.532;1.677.449;997.706;2.484.338;1.803.955
2014;4;SSA;Personal;9.426;283;1.037;2.408;2.779;203;6.012.755;1.967.128;2.070.711;9.389.545;1.131.822
2014;4;MML;Personal;30.037;713;3.100;7.908;4.180;1.025;11.326.856;9.621.688;5.135.414;13.973.983;2.254.930
2014;4;LMH;Personal;20.862;315;2.569;3.954;4.312;902;11.084.182;9.011.849;5.019.628;15.029.750;8.356.504
2014;4;SSL;Personal;16.759;579;1.682;4.137;2.441;595;7.246.451;4.958.966;4.246.154;7.037.704;1.336.473
2014;4;SSH;Personal;15.877;444;2.089;3.105;2.890;464;6.561.548;8.045.218;3.543.388;12.358.616;1.829.592
2014;4;MMH;Personal;26.532;1.106;3.674;4.524;5.953;1.411;13.060.223;10.995.953;6.399.673;16.851.207;4.030.651
2014;4;SYA;Personal;7.551;304;1.061;968;2.112;808;4.899.383;4.008.550;901.761;7.089.025;4.135.284
2014;4;LSH;Personal;14.141;610;2.314;2.997;3.049;1.987;11.086.265;7.019.215;3.714.498;10.247.729;11.058.923
2014;4;SYH;Personal;7.304;334;1.230;952;2.102;53;4.131.135;3.054.859;1.618.124;5.100.896;353.197
2014;4;MSH;Personal;18.845;894;3.123;6.112;3.415;408;13.287.627;8.668.376;5.844.668;10.565.387;2.049.697
2014;4;SMH;Personal;13.084;457;2.035;3.504;3.258;511;6.333.307;7.025.045;2.677.661;11.713.415;1.321.464
2015;1;SML;Personal;20.946;112;2.339;1.212;3.899;529;1.616.202;3.840.046;1.761.074;6.549.596;1.720.085
2015;1;LSL;Personal;5.373;24;538;645;934;110;695.441;1.543.977;816.780;2.867.755;661.027
2015;1;MYA;Personal;5.264;99;630;260;1.259;114;1.068.269;2.041.199;263.490;3.623.459;623.746
2015;1;SMA;Personal;21.214;115;1.877;1.052;3.606;2.058;2.143.661;6.940.090;933.739;11.673.018;11.766.469
2015;1;MSL;Personal;17.027;167;1.499;2.191;2.486;443;3.491.140;4.597.952;2.788.166;8.720.663;1.300.917
2015;1;LYL;Personal;4.267;87;369;702;641;154;1.781.072;1.143.033;839.152;2.396.864;881.360
2015;1;LSA;Personal;27.057;354;3.087;2.158;5.968;950;9.251.457;8.072.614;3.451.598;14.751.901;8.526.905
2015;1;LMA;Personal;32.916;918;2.962;5.015;4.299;4.152;14.873.972;7.043.373;4.666.018;12.942.596;22.917.487
2015;1;SYL;Personal;3.129;113;306;388;428;145;1.317.902;880.405;341.535;1.365.982;557.026
2015;1;MYL;Personal;3.264;104;342;519;506;109;1.479.578;1.052.261;366.176;1.703.477;512.999
2015;1;MYH;Personal;9.502;279;1.031;2.964;1.187;671;5.725.235;4.455.881;3.533.220;3.589.727;3.897.295
2015;1;LML;Personal;25.668;181;2.887;4.629;4.815;907;2.866.027;5.446.597;3.854.213;10.105.482;4.407.951
2015;1;MSA;Personal;25.204;340;2.769;4.090;5.967;1.010;7.071.437;8.588.111;5.207.995;18.357.986;4.304.602
2015;1;LYA;Personal;6.482;182;718;971;1.023;306;3.808.478;2.135.503;884.081;3.265.816;2.433.504
2015;1;MMA;Personal;44.775;1.168;4.800;7.217;8.591;1.768;15.585.451;14.898.316;7.532.960;28.735.980;18.159.756
2015;1;LYH;Personal;4.769;155;526;689;1.013;242;2.538.755;1.598.150;716.042;3.102.030;1.869.672
2015;1;SSA;Personal;9.431;286;1.020;467;2.162;1.274;6.098.144;1.880.743;391.890;6.967.809;8.017.869
2015;1;MML;Personal;30.024;687;3.226;6.799;4.356;1.084;9.345.956;9.786.481;4.173.560;14.455.311;2.415.676
2015;1;LMH;Personal;20.736;289;2.639;4.541;5.200;920;10.284.467;9.016.487;4.227.345;18.571.599;8.474.491
2015;1;SSL;Personal;16.771;544;1.644;4.995;2.582;531;6.492.092;4.942.315;4.306.320;7.915.731;1.387.555
2015;1;SSH;Personal;15.962;423;2.112;2.989;2.981;473;6.168.965;8.184.964;2.767.695;13.146.388;1.800.395
2015;1;MMH;Personal;26.525;1.018;3.599;4.354;6.659;1.299;11.582.541;10.691.414;5.078.266;19.294.869;3.759.534
2015;1;SYA;Personal;7.555;301;996;493;1.641;163;4.872.467;3.658.608;447.536;5.252.947;943.217
2015;1;LSH;Personal;14.148;594;2.347;699;4.185;2.173;10.836.924;6.921.238;845.421;13.414.361;13.673.053
2015;1;SYH;Personal;7.320;307;1.140;925;2.195;53;3.709.554;2.807.088;1.535.306;5.584.157;320.025
2015;1;MSH;Personal;18.855;862;3.058;4.950;3.196;407;12.867.666;8.249.767;4.617.606;9.430.222;2.313.911
2015;1;SMH;Personal;13.199;467;2.138;4.793;4.388;582;6.036.143;7.408.704;3.022.547;16.699.202;1.662.035
2015;2;SML;Personal;21.171;132;2.364;1.296;4.013;556;1.693.992;3.875.229;1.752.422;6.587.268;1.740.852
2015;2;LSL;Personal;5.493;26;415;968;721;111;490.218;1.290.870;1.253.258;1.937.913;562.510
2015;2;MYA;Personal;5.339;100;654;1.229;1.809;170;989.909;2.272.963;1.138.159;4.961.847;860.366
2015;2;SMA;Personal;21.518;121;1.752;1.064;2.684;742;2.070.124;6.954.363;864.424;8.279.394;3.923.708
2015;2;MSL;Personal;17.098;182;1.385;4.173;2.133;419;3.790.494;4.239.782;7.793.613;6.322.350;1.247.100
2015;2;LYL;Personal;4.306;85;377;755;566;145;1.765.656;1.140.812;824.238;1.826.987;795.592
2015;2;LSA;Personal;27.265;384;3.119;2.512;5.350;944;10.749.295;8.162.541;3.953.284;11.786.029;8.730.302
2015;2;LMA;Personal;33.365;913;2.855;4.802;4.161;720;13.479.564;7.284.767;4.086.577;11.940.542;3.673.136
2015;2;SYL;Personal;3.173;108;314;431;413;142;1.339.553;876.927;339.303;1.162.040;553.321
2015;2;MYL;Personal;3.310;104;345;590;490;110;1.377.042;1.032.686;397.480;1.469.528;513.258
2015;2;MYH;Personal;9.632;277;953;1.833;2.579;208;5.182.372;4.422.258;1.998.450;7.431.314;1.116.033
2015;2;LML;Personal;26.290;192;2.400;7.324;3.711;902;3.087.105;4.543.024;6.087.180;5.956.365;4.118.555
2015;2;MSA;Personal;25.894;347;2.637;6.209;4.837;989;7.374.539;8.196.474;14.859.119;12.648.063;4.196.808
2015;2;LYA;Personal;6.523;193;738;1.051;1.047;307;4.058.564;2.264.502;1.128.827;3.302.816;2.623.047
2015;2;MMA;Personal;45.312;1.201;4.731;9.657;7.820;1.754;16.571.162;14.836.479;12.759.512;23.914.832;18.478.710
2015;2;LYH;Personal;4.830;161;552;1.128;914;231;2.689.425;1.727.119;2.165.883;2.547.850;1.679.098
2015;2;SSA;Personal;9.563;284;1.014;1.596;1.610;600;5.523.458;2.007.103;1.224.677;4.945.554;3.489.144
2015;2;MML;Personal;30.353;684;2.837;8.113;3.807;1.052;9.942.376;8.743.839;4.418.325;11.707.828;2.322.052
2015;2;LMH;Personal;20.884;291;2.579;5.389;4.376;928;10.478.563;9.010.328;5.098.527;14.023.944;8.594.863
2015;2;SSL;Personal;16.982;563;1.750;7.600;2.609;582;6.974.173;5.221.967;9.450.118;7.443.991;1.570.625
2015;2;SSH;Personal;16.195;454;2.165;4.618;2.985;484;6.721.737;8.464.228;8.102.599;12.569.760;1.890.693
2015;2;MMH;Personal;26.692;1.064;3.847;4.953;6.423;1.343;12.749.365;11.117.063;5.044.864;17.084.697;3.947.620
2015;2;SYA;Personal;7.663;308;1.079;380;1.962;990;4.546.863;4.252.165;315.685;5.984.941;5.297.189
2015;2;LSH;Personal;14.347;625;2.421;2.773;4.393;310;10.387.873;7.662.418;3.066.228;13.421.527;1.805.232
2015;2;SYH;Personal;7.414;301;1.348;1.054;2.458;54;3.369.014;3.302.546;1.399.624;5.752.108;284.254
2015;2;MSH;Personal;19.114;907;3.188;5.047;6.176;443;12.325.384;9.232.094;4.305.967;17.368.168;2.326.792
2015;2;SMH;Personal;13.669;468;2.173;5.385;3.672;578;6.232.308;7.676.773;3.334.140;12.093.480;1.678.860
2015;3;SML;Personal;21.342;141;2.378;1.347;4.261;566;2.491.288;4.133.179;2.030.454;6.869.482;1.884.770
2015;3;LSL;Personal;5.561;22;382;1.333;687;96;470.356;1.218.313;2.608.515;2.091.833;533.258
2015;3;MYA;Personal;5.383;94;630;502;1.205;116;1.153.433;2.133.871;482.894;3.468.446;612.169
2015;3;SMA;Personal;21.698;153;1.872;1.334;5.227;2.810;3.248.524;7.237.848;1.124.400;16.920.865;15.422.307
2015;3;MSL;Personal;17.128;164;1.429;3.386;2.243;384;3.314.051;4.365.876;6.295.328;7.019.603;1.280.244
2015;3;LYL;Personal;4.334;88;373;710;571;143;1.730.218;1.183.271;804.102;2.011.246;870.499
2015;3;LSA;Personal;27.425;351;3.169;2.448;5.224;903;10.062.771;8.538.663;4.518.459;12.755.567;8.631.721
2015;3;LMA;Personal;33.630;916;2.956;1.663;4.217;1.261;16.869.010;7.348.535;1.468.417;12.697.810;6.684.451
2015;3;SYL;Personal;3.214;109;322;454;423;134;1.319.537;921.092;433.579;1.200.917;525.903
2015;3;MYL;Personal;3.348;99;350;643;506;105;1.422.626;1.078.400;516.644;1.518.867;441.574
2015;3;MYH;Personal;9.709;303;968;480;1.211;680;7.056.125;4.374.670;543.423;3.660.578;3.791.322
2015;3;LML;Personal;26.617;199;2.131;8.191;3.224;786;3.307.129;4.223.877;7.663.432;5.715.603;3.679.478
2015;3;MSA;Personal;25.905;335;2.621;4.578;4.815;928;7.476.787;8.304.452;6.689.462;13.901.685;3.844.896
2015;3;LYA;Personal;6.561;196;717;1.015;1.063;344;4.176.827;2.201.085;928.362;3.351.548;2.611.381
2015;3;MMA;Personal;45.607;1.197;4.740;8.937;7.877;1.750;16.807.454;15.099.491;11.566.146;25.225.964;18.362.905
2015;3;LYH;Personal;4.869;155;570;795;933;236;2.822.156;1.807.334;1.303.182;2.601.560;1.845.571
2015;3;SSA;Personal;9.640;281;1.051;1.735;1.460;208;6.803.162;2.026.330;1.381.702;4.706.454;1.257.295
2015;3;MML;Personal;30.581;663;2.930;9.174;4.083;1.003;9.903.082;9.308.758;5.248.927;12.584.290;2.213.533
2015;3;LMH;Personal;21.026;272;2.611;4.899;4.374;853;10.005.116;9.255.342;6.212.251;15.229.382;8.293.487
2015;3;SSL;Personal;17.106;575;1.747;5.367;2.788;505;7.360.311;5.255.807;5.740.253;7.619.148;1.415.677
2015;3;SSH;Personal;16.365;465;2.205;3.483;3.094;461;6.914.849;8.652.216;4.564.455;12.892.687;1.805.731
2015;3;MMH;Personal;26.737;1.087;3.948;4.682;6.428;1.384;13.079.454;11.787.773;5.366.351;17.937.737;4.017.443
2015;3;SYA;Personal;7.726;305;1.124;2.645;1.540;167;5.613.464;4.318.254;2.281.647;4.928.747;928.224
2015;3;LSH;Personal;14.464;610;2.397;4.831;4.386;2.213;12.646.664;7.389.097;5.543.581;14.059.399;13.367.962
2015;3;SYH;Personal;7.422;331;1.364;1.195;2.392;43;4.015.030;3.479.201;1.854.551;5.380.443;240.377
2015;3;MSH;Personal;19.267;899;3.176;2.305;5.653;486;15.239.834;8.957.970;2.041.200;16.681.229;2.654.211
2015;3;SMH;Personal;14.044;457;2.208;4.860;3.755;599;6.074.502;7.833.700;3.805.324;13.361.015;1.616.531
2015;4;SML;Personal;21.586;131;2.472;1.252;4.281;566;2.036.914;4.309.914;1.971.626;6.804.727;1.854.617
2015;4;LSL;Personal;5.541;24;408;983;706;94;697.044;1.316.100;1.656.106;2.304.068;559.514
2015;4;MYA;Personal;5.397;105;664;933;1.856;431;1.051.769;2.444.564;988.189;5.302.600;2.290.485
2015;4;SMA;Personal;21.754;134;1.904;3.269;2.714;470;2.331.228;7.999.142;3.037.194;8.719.134;2.609.180
2015;4;MSL;Personal;17.140;172;1.419;2.937;2.194;407;4.274.701;4.656.851;6.114.164;7.675.052;1.359.041
2015;4;LYL;Personal;4.338;91;388;801;588;154;1.708.543;1.267.893;1.383.052;2.193.500;878.733
2015;4;LSA;Personal;27.515;372;3.100;2.359;5.188;922;11.208.157;8.352.952;4.445.092;13.144.033;8.602.108
2015;4;LMA;Personal;33.714;902;2.953;1.670;5.197;1.315;13.549.377;7.978.375;1.625.448;15.525.648;7.044.759
2015;4;SYL;Personal;3.226;110;328;428;445;141;1.298.354;970.502;485.227;1.389.152;567.219
2015;4;MYL;Personal;3.366;109;368;555;527;109;1.546.225;1.115.868;491.439;1.693.877;445.087
2015;4;MYH;Personal;9.733;278;1.027;1.176;1.905;210;5.273.316;5.047.829;1.467.248;5.715.977;1.184.276
2015;4;LML;Personal;26.248;209;2.148;6.576;3.394;759;3.135.110;4.372.764;7.020.539;6.945.635;3.752.901
2015;4;MSA;Personal;25.196;367;2.594;4.328;4.848;951;9.131.141;8.324.175;7.828.524;14.760.307;3.954.332
2015;4;LYA;Personal;6.623;192;745;924;1.076;317;4.071.950;2.312.921;892.113;3.554.471;2.648.095
2015;4;MMA;Personal;45.745;1.251;4.825;7.846;7.985;1.696;17.811.229;15.582.902;10.895.024;26.985.425;18.961.099
2015;4;LYH;Personal;4.895;156;564;741;896;230;2.854.258;1.784.990;1.187.379;2.654.759;1.497.905
2015;4;SSA;Personal;9.665;278;1.059;832;3.043;1.218;5.504.043;2.220.018;729.944;9.731.004;7.442.330
2015;4;MML;Personal;30.689;641;3.042;7.538;4.048;980;9.972.025;9.728.530;5.150.613;13.740.123;2.228.403
2015;4;LMH;Personal;21.050;310;2.558;4.102;4.353;843;11.579.703;9.254.821;5.299.284;16.292.133;8.675.302
2015;4;SSL;Personal;17.197;614;1.828;4.625;2.747;516;7.683.978;5.680.963;4.697.848;8.227.265;1.552.582
2015;4;SSH;Personal;16.573;477;2.234;3.092;3.118;439;7.173.835;8.906.257;3.802.865;13.630.785;1.811.595
2015;4;MMH;Personal;26.776;1.143;3.952;4.257;6.364;1.331;14.553.056;11.967.757;6.513.048;18.082.183;4.018.591
2015;4;SYA;Personal;7.746;311;1.057;1.718;1.286;183;4.674.769;4.412.423;1.633.299;4.083.881;1.028.705
2015;4;LSH;Personal;14.501;582;2.439;2.467;5.586;1.770;9.843.162;8.170.017;3.119.269;17.769.096;10.810.341
2015;4;SYH;Personal;7.465;344;1.357;1.174;2.415;55;3.972.017;3.436.531;2.101.844;5.654.088;231.665
2015;4;MSH;Personal;19.316;895;3.266;2.844;5.308;417;12.380.501;10.011.951;2.775.771;15.541.162;2.299.086
2015;4;SMH;Personal;14.322;489;2.265;3.986;3.871;567;6.707.744;8.088.189;3.263.623;14.414.907;1.708.000
2016;1;SML;Personal;21.921;120;2.418;1.371;4.242;560;1.661.978;4.217.523;2.363.096;6.875.472;1.803.808
2016;1;LSL;Personal;5.595;23;498;667;815;110;388.160;1.596.143;1.019.676;2.937.167;624.297
2016;1;MYA;Personal;5.433;100;650;494;1.180;319;1.009.788;2.154.294;543.228;3.351.848;1.781.021
2016;1;SMA;Personal;21.899;124;1.886;5.541;3.296;2.466;2.153.673;7.129.845;5.346.137;10.531.763;14.346.779
2016;1;MSL;Personal;17.197;177;1.444;2.076;2.387;413;3.564.475;4.757.084;3.038.293;8.480.140;1.296.612
2016;1;LYL;Personal;4.353;83;380;626;631;163;1.634.943;1.243.714;797.560;2.315.933;902.562
2016;1;LSA;Personal;27.537;359;3.084;2.098;5.877;913;10.206.949;8.452.774;3.085.851;15.792.821;8.494.128
